course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
1067516,Vector Logo Design in Affinity Designer,https://www.udemy.com/logoaffinitydesigner/,True,150,1789,102,57,All Levels,3.0,2017-02-07T18:09:03Z,Graphic Design
1008100,How To Create A Low Poly Portrait With The Pen Tool,https://www.udemy.com/how-to-create-a-low-poly-portrait-with-the-pen-tool-adobe-illustrator/,True,195,293,5,18,Beginner Level,1.0,2016-11-15T14:40:56Z,Graphic Design
832870,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,https://www.udemy.com/photoshop-photo-editing/,True,20,662,5,21,Beginner Level,1.0,2016-05-09T01:17:58Z,Graphic Design
642656,How to Create Kindle & Ebook Covers with Canva,https://www.udemy.com/professional-kindle-ebooks-covers-canva-amazon-ibook-store-covers/,True,30,1279,3,33,Beginner Level,1.5,2015-10-21T00:07:15Z,Graphic Design
428220,How To Make Professional eBook Covers For FREE,https://www.udemy.com/kindle-millionare-learn-how-to-make-ebook-covers-like-a-pro/,True,20,1080,6,35,All Levels,3.0,2015-02-26T15:24:08Z,Graphic Design
1184664,Design Business Card in Photoshop: Earn Money by Doing It,https://www.udemy.com/design-business-card-in-photoshop-earn-money-by-doing-it/,True,50,120,10,29,Beginner Level,3.5,2017-04-24T18:55:28Z,Graphic Design
65596,Learn to create beautiful web interfaces and logos,https://www.udemy.com/how-to-create-beautiful-web-designs/,True,20,1085,76,10,All Levels,1.0,2013-07-17T18:18:02Z,Graphic Design
1018358,Illustrated Logo Design,https://www.udemy.com/how-to-design-illustration-logos/,True,25,447,2,10,Intermediate Level,1.0,2016-11-24T21:56:58Z,Graphic Design
16714,Color Basics for Print Designers,https://www.udemy.com/color-basics-for-print-designers/,True,20,372,21,10,All Levels,0.6,2012-04-23T21:13:00Z,Graphic Design
657764,Digital Photo Manipulation Art And Cover Design In PhotoShop,https://www.udemy.com/digital-photo-manipulation-art-and-cover-design-in-photoshop/,True,50,721,7,35,Beginner Level,5.0,2016-03-28T17:56:10Z,Graphic Design
231970,Drawing Perspective For Beginners,https://www.udemy.com/perspective-drawing-101/,True,150,736,50,44,All Levels,7.5,2016-03-20T21:38:48Z,Graphic Design
981684,Adobe InDesign CC Advanced,https://www.udemy.com/adobe-indesign-cc-advanced/,True,30,114,24,50,Expert Level,3.5,2016-10-18T17:09:56Z,Graphic Design
669174,Intro to Photoshop for Merch by Amazon,https://www.udemy.com/intro-to-photoshop-for-merch-by-amazon/,True,25,331,24,9,Beginner Level,1.0,2015-11-16T20:17:05Z,Graphic Design
185526,MicroStation - Células,https://www.udemy.com/microstation-celulas/,True,20,0,0,9,Beginner Level,0.6166666666666667,2014-04-15T21:48:55Z,Graphic Design
1185898,Photoshop - Creación de Efectos 2,https://www.udemy.com/photoshop-creacion-de-efectos-2/,True,30,0,0,9,Beginner Level,1.0,2017-05-17T19:19:18Z,Graphic Design
1177156,Como Criar Logos de Sucesso - Start Designer,https://www.udemy.com/como-criar-logos-de-sucesso-start-designer/,True,25,0,0,29,Beginner Level,6.0,2017-06-30T05:48:57Z,Graphic Design
177614,Super Textos con Photoshop,https://www.udemy.com/super-textos-con-photoshop/,True,20,0,0,8,Beginner Level,2.0,2014-03-31T20:31:04Z,Graphic Design
1128984,Photoshop - Aprende a Transformar Imágenes,https://www.udemy.com/photoshop-aprende-a-transformar-imagenes/,True,20,0,0,14,Beginner Level,1.0,2017-03-08T18:05:51Z,Graphic Design
185528,Iníciate en Microstation,https://www.udemy.com/iniciate-en-microstation/,True,20,0,0,10,Beginner Level,1.0,2014-04-15T21:52:12Z,Graphic Design
872262,Adobe Photoshop pentru Social Media,https://www.udemy.com/adobe-photoshop-pentru-social-media/,True,20,0,0,12,Beginner Level,0.5666666666666667,2016-06-08T16:02:39Z,Graphic Design
1137738,Photoshop - Creación de Efectos,https://www.udemy.com/photoshop-creacion-de-efectos/,True,20,0,0,11,Beginner Level,1.0,2017-03-24T20:06:57Z,Graphic Design
1185535,Cómo crear maquetas con Adobe XD,https://www.udemy.com/como-crear-maquetas-con-adobe-xd/,False,0,217,2,21,Beginner Level,3.0,2017-05-28T16:17:36Z,Graphic Design
896742,Aprenda Modelagem 3D com o 123D Design,https://www.udemy.com/123d-design/,False,0,334,26,27,Beginner Level,1.0,2016-07-07T21:15:34Z,Graphic Design
609642,Ferramentas Visuais,https://www.udemy.com/ferramentasvisuais/,False,0,817,42,18,Beginner Level,5.0,2015-10-09T23:42:33Z,Graphic Design
723818,Adobe Indesign CC Başlangıç,https://www.udemy.com/adobe-indesign-cc-baslangc/,False,0,637,21,22,Beginner Level,2.5,2016-01-14T18:52:21Z,Graphic Design
1085646,How to Doodle: Basics and Lettering,https://www.udemy.com/how-to-doodle-basics-and-lettering/,True,185,2358,28,12,All Levels,1.0,2017-02-21T17:43:34Z,Graphic Design
1062048,Mastering Photoshop CC 2017 - The Art of Design & Technology,https://www.udemy.com/mastering-basics-of-photoshopcc-a-complete-beginners-guide/,True,20,3721,95,46,All Levels,6.5,2017-02-04T05:52:17Z,Graphic Design
1160004,Design a logo for FREE in Inkscape,https://www.udemy.com/logoinkscape/,True,100,1148,26,42,All Levels,2.0,2017-05-01T18:32:43Z,Graphic Design
1087244,Foundation Skills on Adobe Illustrator: Learn Fast!,https://www.udemy.com/foundation_skills_illustrator/,True,50,2489,39,16,Beginner Level,2.0,2017-03-01T21:54:39Z,Graphic Design
1169062,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,https://www.udemy.com/how-to-create-amazing-cinemagraphs-with-microsoft-powerpoint/,True,30,1782,18,10,Beginner Level,1.0,2017-04-05T20:39:33Z,Graphic Design
520468,Canva : Graphic Design Theory Volume1,https://www.udemy.com/canva-course-graphic-design-theory-in-social-media-volume-1/,True,200,6975,122,29,All Levels,2.5,2015-06-05T21:37:33Z,Graphic Design
693812,Master App Icon Design for iPhone (IOS) & Android Devices,https://www.udemy.com/how-to-design-ios-app-icons/,True,25,9464,329,43,Intermediate Level,2.0,2015-12-21T18:57:07Z,Graphic Design
1196852,Photoshop: How to create stunning collages,https://www.udemy.com/photoshop-how-to-create-stunning-collages-in-5-minutes/,True,20,2044,17,15,Beginner Level,1.5,2017-05-09T16:40:58Z,Graphic Design
1149656,Mastering advance Photoshop,https://www.udemy.com/advanced-photoshop-practical-projectspsd-files/,True,20,5787,40,21,Intermediate Level,2.0,2017-04-27T23:39:34Z,Graphic Design
385462,Logo Designing for Your Business in an Hour,https://www.udemy.com/logo-designing-side-business/,True,20,25277,311,16,All Levels,1.0,2015-01-05T10:43:48Z,Graphic Design
1094930,DIY Design Professional Web Banners in Photoshop 4 Beginners,https://www.udemy.com/design-professional-web-banners-in-photoshop-for-beginners/,True,200,6944,30,24,Beginner Level,1.0,2017-02-01T15:44:11Z,Graphic Design
561188,Photoshop CC for Beginners - A Comprehensive Crash Course,https://www.udemy.com/photoshop-cc-for-beginners-a-comprehensive-crash-course/,True,200,6028,205,20,Beginner Level,2.5,2015-07-29T18:35:20Z,Graphic Design
600486,Teoria Basica del Arte. Como Pintar Ilustraciones Digitales,https://www.udemy.com/teoria-basica-del-arte-como-pintar-ilustraciones-digitales/,True,20,5104,437,26,Beginner Level,1.0,2015-09-08T17:29:12Z,Graphic Design
501140,Illustrator CC para novatos: ¡desde cero hasta experto! ,https://www.udemy.com/illustrator-cc-para-novatos-desde-cero-hasta-experto/,True,150,2476,466,96,All Levels,11.0,2015-12-29T20:10:55Z,Graphic Design
405488,Photoshop para novatos:  ¡desde cero hasta experto!,https://www.udemy.com/aprende-photoshop-en-10-dias-desde-cero-a-experto/,True,150,3000,470,134,All Levels,12.0,2015-01-30T17:41:47Z,Graphic Design
1219326,Diventa un professionista del Graphic Design,https://www.udemy.com/diventa-un-professionista-del-graphic-design/,True,200,185,10,94,All Levels,17.5,2017-05-24T17:02:19Z,Graphic Design
1029554,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,https://www.udemy.com/formacao-design-grafico-com-corel-draw-x8/,True,45,418,85,71,Beginner Level,11.0,2017-03-03T20:08:35Z,Graphic Design
1009068,ABC do Photoshop CC,https://www.udemy.com/abc-do-photoshop-cc/,True,45,431,99,80,Beginner Level,7.5,2016-11-21T17:19:01Z,Graphic Design
1276020,Photoshop para iniciante - o básico,https://www.udemy.com/photoshop-para-iniciante-o-basico/,True,30,23,2,20,Beginner Level,3.0,2017-07-03T01:36:55Z,Graphic Design
1202746,Curso Online de Adobe Illustrator CC e CS6,https://www.udemy.com/curso-online-de-adobe-illustrator-cc/,True,80,126,18,119,All Levels,13.0,2017-05-04T06:11:39Z,Graphic Design
1226518,Photoshop & Illustrator CC Essentials in Arabic,https://www.udemy.com/photoshop-illustrator-cc-essentials-arabic/,False,0,3329,193,33,Beginner Level,3.5,2017-05-31T23:16:00Z,Graphic Design
870368,Photoshop from Zero to Hero ( Arabic ),https://www.udemy.com/photoshop-arabic/,True,60,720,220,82,Beginner Level,12.5,2016-06-29T16:37:18Z,Graphic Design
1223336,Photoshop Essentials - Uma Introdução Detalhada,https://www.udemy.com/photoshop-introducao/,False,0,800,39,24,Beginner Level,2.5,2017-05-22T09:58:21Z,Graphic Design
1257870,Photoshop CC 2015 Top New Features,https://www.udemy.com/photoshop-cc-2015-top-new-features/,False,0,1477,3,13,All Levels,0.65,2017-06-26T19:37:58Z,Graphic Design
519968,Expert Guide : Mastering Types feature in illustrator !,https://www.udemy.com/mastering-types-in-illustrator/,True,190,1552,11,27,All Levels,2.5,2015-11-04T18:38:17Z,Graphic Design
656914,Cartoon Game Logo Design using Photoshop,https://www.udemy.com/cartoon-game-logo-design-using-photoshop/,True,20,1076,11,15,All Levels,2.5,2015-11-11T18:54:16Z,Graphic Design
787204,Most Wanted Flat Design Techniques #2: Hipster Businessman,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-hipster-businessman/,True,95,1016,5,25,Intermediate Level,1.5,2016-03-17T16:47:34Z,Graphic Design
380668,All-in-One Premium Design Course - Scratch to Pro+ Edition,https://www.udemy.com/worldclass-graphic-design/,True,200,919,57,56,All Levels,5.5,2015-02-20T00:15:41Z,Graphic Design
412864,Typography 101: Picking the Right Fonts for Business Success,https://www.udemy.com/typography-fonts-business/,True,75,1224,10,15,Beginner Level,1.5,2015-04-20T18:03:34Z,Graphic Design
463354,Editorial Illustration Tutorial: From Drawing to Photoshop,https://www.udemy.com/editorial-illustration-illuminating-the-written-word/,True,45,774,39,35,All Levels,2.5,2015-04-08T16:57:23Z,Graphic Design
636548,Kindle eBook Cover Design and Book Illustration Guide,https://www.udemy.com/kindle-ebook-cover-design/,True,120,715,16,20,All Levels,1.0,2015-11-06T17:27:45Z,Graphic Design
513782,Removing Backgrounds From Images using Adobe Photoshop,https://www.udemy.com/removing-backgrounds-from-images-using-adobe-photoshop/,True,20,1768,20,14,All Levels,0.6833333333333333,2015-06-03T18:11:41Z,Graphic Design
19164,Graphic Design Secrets Revealed,https://www.udemy.com/design-like-a-pro-graphic-design-fundamentals/,True,95,2555,28,55,All Levels,6.0,2012-09-04T02:21:04Z,Graphic Design
637402,Drawing in Perspective,https://www.udemy.com/drawing-in-perspective/,True,25,426,63,28,All Levels,3.0,2016-05-27T19:39:14Z,Graphic Design
901082,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",https://www.udemy.com/adobe-illustrator-cc-course/,False,0,3108,27,28,Beginner Level,2.5,2016-08-12T17:34:45Z,Graphic Design
608090,Adobe Illustrator For Beginners: Design A Typographic Logo,https://www.udemy.com/illustratorforbeginners/,True,30,276,54,27,Beginner Level,1.5,2015-10-15T22:29:00Z,Graphic Design
1165016,Surface Pattern Design : Create Scandinavian Patterns,https://www.udemy.com/surface-pattern-design-scandinavian-art-research-to-finished-design/,True,40,390,6,8,All Levels,0.7,2017-04-04T15:03:18Z,Graphic Design
755680,Draw a realistic Fantail using pencil,https://www.udemy.com/draw-a-realistic-fantail-using-pencil/,False,0,6754,109,20,All Levels,1.0,2016-02-11T22:05:05Z,Graphic Design
930416,How to design a business card on Photoshop (for beginners),https://www.udemy.com/businesscarddesignphotoshop/,False,0,5086,197,12,Beginner Level,1.0,2016-08-27T19:02:40Z,Graphic Design
784478,Make Flat Design Space Ships in 30 Minutes in Illustrator!,https://www.udemy.com/make-flat-design-space-ships-in-30-minutes-in-illustrator/,True,50,1146,41,5,Beginner Level,0.55,2016-04-06T20:26:56Z,Graphic Design
17349,Figure Drawing From Life Using The Reilly Technique.,https://www.udemy.com/figure-drawing-from-life-using-the-reilly-technique/,False,0,47811,1041,22,All Levels,2.5,2012-05-09T18:14:57Z,Graphic Design
93484,Drawing Cartoony Characters,https://www.udemy.com/cartoonycharacters/,True,20,1564,103,9,Beginner Level,2.0,2013-10-09T00:45:01Z,Graphic Design
927186,Learn Blender 3D  - The introduction course,https://www.udemy.com/learn-blender-3d-in-under-2-hours-the-intro-course/,True,100,739,12,15,Beginner Level,1.5,2016-08-19T00:52:30Z,Graphic Design
628440,Inkscape For Beginners 2016/2017,https://www.udemy.com/udemy-master-inkscape-beginner-course-20162017-unofficial/,True,40,1029,52,26,All Levels,4.0,2016-09-26T17:24:45Z,Graphic Design
1047508,Make yourself a Santa Claus: Photoshop Manipulation,https://www.udemy.com/make-your-self-a-santa-claus-merry-christmas/,False,0,2665,20,8,All Levels,0.5666666666666667,2016-12-22T17:10:35Z,Graphic Design
406504,Become an InDesign Pro in 10 Skills,https://www.udemy.com/become-an-indesign-pro-in-10-skills/,True,105,1079,172,35,Beginner Level,5.0,2015-08-21T22:22:39Z,Graphic Design
644914,Digital Illustration: Make A Custom Character Illustration,https://www.udemy.com/digital-illustration/,True,30,1440,16,14,All Levels,1.5,2015-11-03T18:49:10Z,Graphic Design
908324,Learn Basics Of Adobe Illustrator,https://www.udemy.com/learn-basics-of-adobe-illustrator-under-30-minutes/,True,25,1401,30,12,Beginner Level,0.7,2016-09-12T19:15:36Z,Graphic Design
15611,Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,https://www.udemy.com/how-to-draw-the-human-figure-10-hours/,True,40,2634,92,25,All Levels,10.0,2012-04-04T02:24:51Z,Graphic Design
775252,LOGO DESIGN IN POWERPOINT,https://www.udemy.com/logo-design-in-powerpoint-create-logos/,True,95,1046,12,28,Beginner Level,1.0,2016-04-15T18:02:17Z,Graphic Design
850426,Photoshop CC MasterClass,https://www.udemy.com/photoshop-cc-masterclass/,True,95,505,88,78,All Levels,11.5,2016-05-17T20:06:37Z,Graphic Design
530426,Become A Logo Designer ,https://www.udemy.com/become-a-logo-designer/,True,95,827,50,39,All Levels,2.5,2015-07-14T16:07:03Z,Graphic Design
627782,Learn Illustrator By Recreating Top 3 Logos - Beginner Guide,https://www.udemy.com/learn-illustrator/,False,0,8786,245,11,Beginner Level,1.0,2015-10-04T19:36:34Z,Graphic Design
1211198,Illustrative Surface Patterns Design : From Life To Products,https://www.udemy.com/illustrative-surface-patterns-design-from-life-moments-to-products/,True,40,253,1,14,All Levels,1.0,2017-05-23T22:39:46Z,Graphic Design
294294,Effective iOS & Android App Icon Design,https://www.udemy.com/effective-ios-android-app-icon-design/,True,20,1933,25,13,Beginner Level,1.0,2014-09-09T14:36:37Z,Graphic Design
692920,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides/,True,20,1504,10,9,Beginner Level,1.5,2016-01-05T20:31:49Z,Graphic Design
349144,Photoshop: Learn Digital Painting Basics in Photoshop,https://www.udemy.com/photoshop-painting-tutorial/,True,20,1332,31,24,Beginner Level,2.0,2014-12-06T05:51:03Z,Graphic Design
711688,Learning Photoshop CC 2014 in Egyptian Arabic ,https://www.udemy.com/photoshop-egyptian-arabic/,True,70,1150,68,25,All Levels,3.5,2016-01-10T16:24:47Z,Graphic Design
625920,Make tech circles in Photoshop in 30 minutes!,https://www.udemy.com/learn-to-make-fancy-tech-circles-in-photoshop-in-30-minutes/,True,50,1056,15,8,All Levels,0.5666666666666667,2015-10-09T23:10:51Z,Graphic Design
286508,Graphic design - The Quick Guide,https://www.udemy.com/graphic-design-the-quick-guide/,True,30,1350,29,11,Beginner Level,0.6333333333333333,2014-08-29T08:03:27Z,Graphic Design
768940,Learn Corel x7 Like a Pro,https://www.udemy.com/learn-corel-x7/,True,20,1586,8,5,Intermediate Level,0.5166666666666666,2016-03-04T19:00:46Z,Graphic Design
640428,Make tech circles in Adobe Illustrator in 30 minutes,https://www.udemy.com/make-tech-circles-in-adobe-illustrator-in-30-minutes/,True,200,821,15,5,All Levels,0.5333333333333333,2015-10-14T21:42:40Z,Graphic Design
1168910,Easy Illustration and 2D Animation,https://www.udemy.com/easy-illustration-and-2d-animation/,True,65,56,16,7,All Levels,0.5666666666666667,2017-04-18T16:12:42Z,Graphic Design
640426,Make Tech circles in Adobe Photoshop and Illustrator,https://www.udemy.com/make-tech-circles-in-adobe-photoshop-and-illustrator/,True,200,1150,10,13,All Levels,1.0,2015-10-14T22:05:30Z,Graphic Design
300466,Turn Your Photos Into Professional And Modern Artworks,https://www.udemy.com/turn-your-photos-into-professional-and-modern-artworks/,True,20,1557,11,12,All Levels,1.5,2014-09-16T13:09:16Z,Graphic Design
682060,Calligraphy for Beginners: Creating Strong Lines,https://www.udemy.com/calligraphy-for-beginners-creating-strong-lines/,True,40,246,30,12,Beginner Level,0.6833333333333333,2016-03-03T20:58:21Z,Graphic Design
809216,Canva: Design Album Cover Artwork in Minutes - No More Fees!,https://www.udemy.com/canva-make-album-covers-for-free/,False,0,3103,42,11,Beginner Level,0.6666666666666666,2016-04-07T23:57:25Z,Graphic Design
532140,Getting Started With Photoshop CC,https://www.udemy.com/getting-started-with-photoshop-cc2/,True,75,1090,14,45,Beginner Level,4.5,2015-06-19T22:25:42Z,Graphic Design
546832,Learn Adobe Photoshop in 1 Hour,https://www.udemy.com/learn-adobe-photoshop-in-1-hour/,True,50,1235,15,10,All Levels,1.0,2015-07-07T23:16:37Z,Graphic Design
1260674,Learn Comic Book Color Flatting! (Coloring Assistant role),https://www.udemy.com/flatting/,False,0,946,3,6,Beginner Level,0.6666666666666666,2017-06-20T17:57:00Z,Graphic Design
288110,Illustrator - Creating stylised images from a photo,https://www.udemy.com/illustrator-free-creating-stylised-images-from-a-photo-using-trace/,True,50,1500,11,9,All Levels,0.6833333333333333,2014-09-09T14:16:50Z,Graphic Design
388104,Gimp In-Depth Essential Training Course: Free Photoshop Alt.,https://www.udemy.com/gimp-in-depth-essential-training-course/,True,20,1452,21,27,All Levels,2.0,2015-01-08T19:48:25Z,Graphic Design
742392,Conviértete en un experto de photoshop cc naked series,https://www.udemy.com/photoshop-cc-naked-series/,True,30,24,5,122,Intermediate Level,12.0,2016-01-29T02:54:19Z,Graphic Design
1265678,CORSO COMPLETO DI E-ON VUE X-STREAM PER TUTTI,https://www.udemy.com/corso-completo-di-e-on-vue-x-stream-per-tutti/,True,70,3,1,20,All Levels,3.5,2017-06-23T21:37:55Z,Graphic Design
814200,商業好設計-Illustrator個性商品設計,https://www.udemy.com/illustrator-u/,True,20,20,3,5,Beginner Level,0.6833333333333333,2016-04-26T17:26:44Z,Graphic Design
468182,Ilustración de la A a la Z,https://www.udemy.com/ilustracion-de-la-a-a-la-z/,True,20,33,3,19,All Levels,3.0,2015-06-08T16:42:57Z,Graphic Design
789670,Diseño Gráfico fácil y rápido.,https://www.udemy.com/aprende-diseno-grafico-facil-y-rapido/,True,20,97,9,124,All Levels,13.5,2016-07-05T00:18:50Z,Graphic Design
1009622,超基礎！超入門！〜作りながら学ぶ。完全無料3DCGソフトBlender〜,https://www.udemy.com/blender-beginner/,True,80,8,1,43,Beginner Level,5.5,2016-12-14T01:25:19Z,Graphic Design
1164570,调色高级讲解,https://www.udemy.com/dezepioy/,True,200,4,2,8,Beginner Level,1.0,2017-03-31T17:16:15Z,Graphic Design
686430,Curso de Corel Draw: Como Hacer Todo para tu Fiesta Temática,https://www.udemy.com/coreldraw-para-eventos/,True,125,10,3,55,Beginner Level,2.5,2016-04-27T04:22:31Z,Graphic Design
1007622,Infodesign,https://www.udemy.com/infodesign/,True,50,2,1,12,Beginner Level,1.5,2017-03-24T00:39:48Z,Graphic Design
1031648,تصميم القوالب الدائرية بالفيغاس | Circular Templates Vegas,https://www.udemy.com/circular-templates-vegas/,True,20,5,2,9,All Levels,0.6,2016-12-22T14:39:13Z,Graphic Design
1069348,Affinity Designer - tworzenie wzorków,https://www.udemy.com/affinity-designer-tworzenie-wzorkow/,True,20,1,1,11,Beginner Level,1.5,2017-01-13T20:08:41Z,Graphic Design
181294,Photoshop: Creando efectos de luz,https://www.udemy.com/photoshop-creando-efectos-de-luz/,True,20,3,1,9,Beginner Level,1.5,2014-04-02T21:24:33Z,Graphic Design
780150,Learning Photoshop CC 2015,https://www.udemy.com/learning-photoshop-cc-2015/,True,50,311,49,163,All Levels,10.5,2016-03-08T16:53:07Z,Graphic Design
922464,Create Awesome Ebook Covers Using Microsoft Word,https://www.udemy.com/ebook-cover-creator/,True,45,447,6,23,All Levels,3.5,2016-08-05T19:07:42Z,Graphic Design
855188,Photoshop Essentials: Designing FaceBook Graphics,https://www.udemy.com/photoshop-for-beginners-facebook-cover/,True,20,616,3,19,Beginner Level,1.5,2016-05-23T06:13:16Z,Graphic Design
855764,Advance Learning Tools Corel Draw Graphics Design,https://www.udemy.com/advance-learning-tools-corel-draw-graphics-design/,True,40,797,13,70,Beginner Level,14.0,2016-05-31T21:27:22Z,Graphic Design
699376,Creating an animated greeting card via Google Slides,https://www.udemy.com/creating-an-animated-greeting-card-via-google-slides-2/,True,20,549,10,8,Beginner Level,1.0,2016-04-12T01:24:14Z,Graphic Design
192726,Logo Design for Entrepreneurs ,https://www.udemy.com/introduction-to-logo-design/,True,20,274,10,49,Beginner Level,3.5,2014-04-04T16:21:31Z,Graphic Design
358998,Sketch 3: Design a mobile application from scratch,https://www.udemy.com/mobile-app-design/,True,45,709,14,31,All Levels,2.5,2014-12-08T10:43:52Z,Graphic Design
525446,Draw a Kitten,https://www.udemy.com/draw-a-kitten/,False,0,3812,68,11,All Levels,1.5,2015-06-12T18:37:40Z,Graphic Design
